IDENTIFIER,RESTAURANT_IDENTIFIER,DISHES_IDS,PAYMENT_METHOD,AMOUNT,CREATED_AT
843,9,"[28, 39, 36, 80, 65]",card,37.18,2024-01-07 13:00:50
844,16,[51],card,7.88,2025-02-01 18:21:02
845,8,[66],cash,10.88,2025-03-16 21:51:25
846,3,"[69, 64, 67]",cash,38.16,2024-05-18 12:17:02
847,18,[71],online,8.93,2024-05-25 06:30:28
848,14,"[47, 79, 82, 84, 59]",online,54.81,2024-02-02 10:53:04
849,3,"[27, 40, 33, 39, 47]",online,73.44,2024-09-28 18:09:38
850,3,"[45, 41, 69, 19]",cash,46.82,2024-09-13 13:56:52
851,16,"[40, 61, 57]",voucher,49.81,2025-04-09 08:10:52
852,18,"[56, 76, 60, 59, 44]",cash,66.18,2023-09-03 00:48:31
853,19,[20],voucher,15.12,2023-07-15 15:49:49
854,13,"[20, 77]",cash,32.5,2024-10-22 12:55:19
855,17,"[68, 9, 62, 18]",voucher,30.58,2025-02-10 22:51:47
856,15,[64],card,7.52,2024-03-30 10:57:50
857,7,"[33, 78, 64, 22]",voucher,47.18,2024-02-20 22:54:05
858,16,"[23, 72, 23, 20]",voucher,33.07,2023-08-05 21:06:56
859,15,"[26, 74, 63]",online,34.21,2023-06-09 05:21:58
860,19,"[54, 75, 35, 54, 61]",card,59.84,2025-02-07 20:10:07
861,13,"[86, 79, 89, 85]",online,48.19,2023-08-10 07:54:09
862,19,"[35, 32, 72, 46]",voucher,45.02,2025-02-21 07:48:13
863,16,"[40, 29, 59]",card,35.62,2023-10-16 09:51:25
864,14,"[58, 32, 68, 70]",cash,48.08,2025-04-10 08:22:33
865,11,"[31, 84, 40, 38]",online,67.01,2024-08-02 04:29:28
866,14,"[46, 52, 60]",cash,33.09,2024-11-10 13:58:31
867,10,[48],cash,5.57,2025-04-20 00:35:46
868,19,"[43, 55, 28]",card,35.81,2024-06-05 09:19:37
869,9,"[73, 41, 34, 31]",cash,45.69,2024-11-02 14:00:18
870,8,"[79, 33, 69, 71, 56]",voucher,63.36,2024-12-30 03:31:26
871,17,[69],card,11.56,2024-03-19 09:46:44
872,16,"[38, 34, 30, 30, 23]",cash,59.26,2024-02-19 09:01:04
873,8,"[61, 76, 39, 68, 76]",online,57.61,2023-10-04 07:57:20
874,3,"[53, 19, 73, 3]",online,25.16,2023-11-30 12:59:57
875,16,"[60, 48]",voucher,18.61,2024-10-09 16:45:43
876,19,"[23, 35, 18, 53, 75]",voucher,45.82,2024-01-29 06:16:58
877,11,[49],online,7.25,2025-04-21 19:58:32
878,20,"[28, 9, 23, 52]",online,33.2,2025-02-12 10:25:35
879,3,"[90, 76, 70, 19]",online,51.33,2024-05-21 23:51:31
880,14,"[68, 61, 45, 75, 34]",voucher,72.68,2024-09-14 08:03:27
881,8,"[84, 74, 58, 26]",cash,36.53,2024-07-21 17:41:04
882,14,"[61, 44, 33]",card,64.42,2024-12-23 13:58:13
883,19,"[79, 84, 45]",cash,46.33,2023-09-08 12:53:28
884,20,"[54, 44, 89]",card,46.07,2024-11-09 08:44:48
885,3,"[46, 77]",voucher,30.32,2024-03-16 14:18:17
886,13,"[38, 88, 61, 70]",card,67.88,2024-02-25 00:58:54
887,14,"[52, 58, 21, 85]",card,37.43,2024-08-04 20:30:03
888,14,[20],cash,15.12,2023-06-25 09:08:52
889,19,"[24, 54]",card,16.46,2024-02-15 10:29:06
890,16,"[38, 87]",cash,23.21,2024-12-01 06:11:12
891,17,"[45, 46, 28]",online,45.79,2025-04-15 04:46:34
892,19,"[27, 68]",voucher,12.02,2024-10-23 16:10:08
893,7,[81],cash,20.0,2024-02-04 07:57:18
894,11,"[24, 35, 88]",voucher,21.35,2024-02-02 08:33:02
895,10,"[25, 52, 58, 83, 62]",online,35.42,2024-12-06 00:25:50
896,8,"[38, 65, 39, 54]",voucher,46.18,2024-09-11 15:19:45
897,14,"[38, 73, 48]",voucher,27.93,2024-02-19 10:59:53
898,20,[74],voucher,13.06,2024-06-28 21:38:32
899,10,[73],voucher,2.61,2024-03-13 05:03:06
900,12,[30],cash,8.72,2024-04-12 03:27:38
901,15,"[65, 57, 26, 73]",voucher,26.96,2023-07-28 03:07:58
902,13,"[70, 74]",online,37.92,2024-05-11 04:56:44
903,13,"[90, 51, 26]",voucher,27.79,2023-05-25 00:37:23
904,12,"[20, 24, 85]",card,30.25,2024-01-10 08:15:10
905,14,"[57, 66]",voucher,19.69,2024-08-23 20:04:49
906,17,[29],voucher,2.53,2024-07-25 04:57:12
907,16,"[47, 45, 90, 58, 68]",card,52.86,2023-09-02 03:45:20
908,19,"[63, 22, 60]",online,32.93,2024-11-21 04:39:01
909,7,"[90, 25, 78, 28, 58]",cash,41.17,2024-05-12 06:34:32
910,11,"[60, 36, 84, 81, 37]",cash,67.4,2023-08-01 19:18:35
911,9,"[46, 22, 84, 69, 88]",cash,45.37,2023-08-06 08:15:51
912,20,[88],cash,4.2,2025-01-23 07:24:56
913,16,"[83, 41, 23, 27]",online,29.3,2025-04-12 07:08:38
914,15,"[83, 38, 77, 50]",online,50.81,2023-05-25 04:44:37
915,15,[63],voucher,11.08,2025-02-28 01:24:43
916,20,[90],cash,9.84,2023-11-02 14:03:07
917,17,"[43, 40, 49]",voucher,47.41,2024-03-29 00:44:40
918,3,"[26, 32, 88]",online,27.94,2025-04-16 20:30:56
919,7,"[67, 65, 42, 23, 37]",cash,56.99,2024-04-29 23:46:36
920,17,[68],card,4.01,2024-05-16 03:08:07
921,9,"[52, 42, 84, 78, 71]",card,42.28,2023-12-16 15:00:11
922,16,[69],card,11.56,2025-04-08 11:47:17
923,14,"[24, 18, 83, 81, 67]",online,59.52,2025-01-21 17:07:26
924,9,"[45, 32, 48, 28]",card,52.09,2024-09-07 22:44:26
925,8,"[42, 79, 3, 49, 53]",cash,49.68,2024-07-01 09:50:59
926,10,"[85, 49, 37, 26]",voucher,45.07,2024-10-08 05:00:21
927,18,[73],card,2.61,2023-08-06 21:07:24
928,16,"[39, 26, 85, 64]",voucher,37.22,2024-01-18 16:13:47
929,12,[27],voucher,8.01,2023-05-24 19:04:31
930,9,"[26, 40, 36, 34]",card,56.26,2024-06-07 15:16:04
931,16,[57],cash,8.81,2023-12-08 18:56:14
932,13,[32],card,13.67,2024-01-23 15:08:55
933,8,"[47, 40, 79, 30, 18]",cash,65.07,2024-07-21 10:23:18
934,9,[48],voucher,5.57,2023-11-12 23:08:18
935,17,"[90, 56, 38, 30]",online,43.87,2024-06-03 17:01:13
936,17,"[24, 46, 32]",voucher,33.3,2025-01-03 22:58:06
937,9,[19],cash,4.96,2023-07-31 15:48:40
938,16,"[86, 32, 61, 29]",card,46.76,2023-05-20 05:46:04
939,16,"[73, 21, 45]",voucher,40.71,2023-11-16 16:00:01
940,17,[86],voucher,11.49,2023-11-28 13:44:51
941,12,"[34, 84, 21]",online,41.27,2024-08-31 17:02:19
942,17,[88],voucher,4.2,2024-10-02 19:50:06
943,12,"[48, 19, 90, 64, 84]",voucher,35.75,2023-11-21 03:16:34
944,14,"[68, 22]",cash,12.82,2024-03-06 02:13:47
945,11,"[85, 23, 46, 54, 88]",voucher,40.35,2024-10-03 00:07:41
946,3,[46],card,12.94,2023-08-13 16:38:13
947,8,"[74, 89, 31, 47, 76]",voucher,65.46,2023-06-16 19:13:44
948,20,"[81, 86, 87]",online,34.95,2024-01-09 15:24:08
949,7,"[41, 18, 74, 75]",cash,38.37,2023-09-24 08:26:36
950,3,"[82, 32, 3, 50]",voucher,30.97,2023-11-30 00:15:37
951,7,"[70, 86, 40, 48, 71]",card,72.78,2024-03-13 17:52:05
952,9,"[90, 62, 45, 46, 86]",online,66.6,2023-12-03 13:56:14
953,11,"[80, 82, 59]",card,20.77,2024-07-29 17:22:40
954,7,"[79, 40, 55, 29, 67]",cash,66.74,2024-09-27 07:19:39
955,7,"[87, 22, 38, 22, 33]",cash,61.43,2024-07-15 01:18:41
956,10,"[87, 43, 40]",cash,43.62,2025-03-08 12:51:26
957,17,"[58, 63, 22, 40]",online,47.36,2023-10-07 15:36:08
958,20,"[49, 85, 25, 71]",voucher,29.07,2024-01-27 15:27:04
959,13,"[31, 27]",voucher,25.48,2024-04-02 21:45:53
960,10,[59],cash,11.16,2025-01-26 07:33:32
961,7,[41],online,8.54,2023-05-02 14:37:32
962,13,"[51, 44]",voucher,32.63,2023-07-24 12:47:36
963,19,"[79, 72, 56, 9]",card,40.22,2023-12-26 19:14:30
964,10,"[26, 75, 67]",cash,39.92,2024-01-20 22:53:49
965,9,"[41, 37, 22]",cash,36.66,2023-12-17 11:52:02
966,8,"[50, 43, 78, 64]",online,41.93,2024-05-06 00:29:51
967,12,"[19, 45, 53, 52]",cash,47.42,2025-02-07 09:32:08
968,9,"[35, 20]",card,25.58,2024-03-31 11:39:08
969,11,"[88, 28, 61, 85, 52]",cash,49.91,2023-09-06 10:52:14
970,10,[48],voucher,5.57,2024-05-06 16:11:12
971,10,"[33, 84, 41]",cash,37.0,2024-08-07 18:40:35
972,10,"[26, 32, 88, 34, 45]",voucher,66.77,2025-03-11 17:37:39
973,19,"[71, 20, 75, 39, 59]",voucher,57.17,2023-09-25 05:28:15
974,14,"[59, 61]",online,30.23,2023-10-12 02:56:53
975,16,"[76, 20, 63]",card,37.87,2024-03-29 00:47:09
976,19,"[73, 25, 60, 69]",card,31.66,2024-08-14 12:38:22
977,17,"[45, 20]",voucher,36.88,2025-03-11 11:49:11
978,12,[63],online,11.08,2023-09-19 03:13:39
979,18,"[20, 56, 89, 89, 28]",cash,54.87,2024-05-29 02:14:01
980,18,[55],card,6.49,2025-04-11 16:04:38
981,15,"[52, 81, 72]",online,35.06,2023-11-30 22:30:34
982,7,"[90, 84, 25, 20, 86]",voucher,48.76,2023-07-08 04:29:31
983,3,[34],cash,17.07,2025-04-16 17:54:06
984,7,[46],voucher,12.94,2024-10-21 04:18:04
985,17,"[23, 25, 90]",card,19.29,2023-08-07 00:07:22
986,11,"[46, 42]",card,21.07,2025-02-04 01:16:15
987,8,"[57, 74, 53]",online,35.46,2024-06-24 03:20:59
988,18,"[76, 90, 19, 43]",online,44.7,2024-04-01 01:25:22
989,12,"[73, 29, 9, 75]",card,25.91,2024-01-02 07:42:19
990,15,"[49, 71, 36]",voucher,23.37,2024-02-15 04:09:39
991,15,"[86, 38, 42, 88, 43]",online,61.8,2025-01-29 22:56:05
992,17,"[26, 48, 20, 39, 57]",card,50.76,2023-09-25 10:32:17
993,9,"[58, 61, 59, 26, 47]",online,57.55,2025-01-22 23:06:52
994,9,"[64, 46]",cash,20.46,2023-05-09 10:40:36
995,18,"[51, 20, 64, 40, 60]",voucher,65.49,2024-01-29 00:07:48
996,17,"[80, 21]",cash,18.58,2025-01-17 02:33:32
997,3,"[64, 79, 3, 49, 73]",voucher,38.09,2024-07-18 10:06:08
998,7,"[64, 80, 19, 58]",cash,20.26,2023-11-02 09:21:25
999,20,"[53, 50, 30, 38, 58]",online,53.53,2023-09-26 09:17:29
1000,19,"[59, 77, 64, 63]",voucher,47.14,2024-01-16 00:53:14
1001,12,[20],voucher,15.12,2025-02-03 00:06:22
1002,15,"[59, 50]",online,17.09,2024-03-29 06:29:41
1003,14,"[68, 55, 69, 36, 26]",voucher,39.32,2025-04-17 23:26:44
1004,19,"[57, 53, 39, 73, 61]",card,55.27,2023-07-19 08:14:31
1005,3,"[71, 23, 21, 38, 62]",card,60.59,2023-06-12 18:08:46
1006,18,"[69, 58, 84]",card,24.96,2024-09-01 21:39:42
1007,12,"[89, 50, 34, 72, 24]",online,49.19,2023-09-22 00:45:10
1008,8,"[71, 72, 20]",online,32.0,2023-05-19 22:10:10
1009,12,"[88, 55, 85, 69]",card,30.69,2024-06-22 16:01:07
1010,7,"[24, 37, 59, 88, 64]",voucher,48.88,2024-10-15 20:17:40
1011,17,"[69, 61, 20]",cash,45.75,2023-10-22 17:41:49
1012,15,"[76, 79, 61]",online,47.45,2024-09-12 07:42:25
1013,17,"[30, 61, 65]",voucher,33.26,2023-06-23 03:40:42
1014,16,"[64, 70, 9, 76]",online,54.05,2024-01-19 18:30:33
1015,19,"[42, 48, 49]",card,20.95,2024-12-03 21:16:01
1016,19,[3],cash,4,2023-08-01 08:54:31
1017,10,"[63, 65, 68, 48]",voucher,26.13,2024-11-23 15:42:59
1018,10,[26],card,10.07,2023-12-15 15:37:43
1019,18,"[24, 51, 75]",online,25.34,2023-07-29 07:30:00
1020,3,"[66, 71, 21, 9]",card,46.15,2024-06-25 15:26:19
1021,3,"[39, 9, 89, 50, 45]",online,60.43,2024-04-23 17:17:41
1022,11,"[90, 50, 64, 30]",voucher,32.01,2023-07-24 15:38:56
1023,9,"[21, 29, 50, 43, 33]",card,63.63,2025-02-11 19:26:44
1024,17,[90],online,9.84,2023-05-09 04:36:28
1025,14,"[50, 31]",voucher,23.4,2024-11-23 07:49:06
1026,15,[38],voucher,19.75,2025-01-02 20:00:53
1027,19,"[40, 79]",card,38.64,2023-11-20 02:51:51
1028,20,"[29, 54, 85, 48]",card,26.31,2023-09-28 01:20:56
1029,13,"[23, 33, 3]",online,29.6,2023-12-29 17:51:57
1030,12,"[69, 67, 53, 67]",online,63.31,2024-09-16 17:26:01
1031,12,"[48, 53, 36, 77]",online,43.73,2024-06-09 10:34:22
1032,8,"[89, 24, 3]",online,22.24,2024-12-25 18:19:46
1033,14,"[35, 54]",cash,20.23,2024-11-28 00:07:43
1034,13,"[75, 90, 55]",online,27.1,2024-03-02 18:42:21
1035,19,"[35, 77, 68, 64, 49]",cash,46.62,2023-07-07 17:54:38
1036,20,"[46, 9, 48]",voucher,28.51,2023-10-23 11:31:45
1037,8,"[39, 19, 41, 89, 3]",voucher,40.24,2023-04-26 11:04:47
1038,10,"[84, 27]",voucher,15.87,2023-07-18 05:33:18
